44,22,44,44,2,44,44,44,44,44,44,44,44,22,44,44,44,44,2,44,44
44,44,23,44,44,44,44,2,44,44,23,44,44,44,44,44,44,44,44,44,44
23,44,44,44,44,2,44,44,22,44,44,44,44,44,44,44,44,4,5,6,44
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,24,25,26,44
44,45,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
44,44,44,60,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
83,44,44,44,44,44,81,41,43,44,44,44,44,44,44,44,44,44,44,44,44
103,41,84,84,84,84,101,60,40,43,44,44,44,44,44,44,44,44,44,44,44
103,104,104,104,104,104,101,60,40,40,43,44,44,44,44,44,44,44,44,44,44
103,104,104,104,104,104,101,82,82,82,83,41,40,44,44,44,44,44,44,44,44
123,82,82,82,82,82,121,102,102,102,103,61,61,84,84,84,84,84,84,84,84
122,122,122,122,122,122,122,102,102,102,103,104,104,104,104,40,104,40,104,40,104
122,122,122,122,122,122,122,102,102,102,103,104,104,104,104,104,104,104,104,104,104
