102,102,102,104,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
102,102,102,104,102,44,44,44,44,44,44,44,44,44,44,44,44,164,102,102,102
102,102,102,104,165,44,44,44,44,44,44,44,44,44,44,44,44,44,164,102,102
102,102,165,104,44,44,44,44,44,44,44,44,44,44,44,80,44,44,44,44,44
102,165,44,104,44,44,44,44,44,44,44,44,80,80,80,80,44,44,44,44,44
44,44,44,104,44,80,80,80,80,80,80,64,44,44,44,44,80,44,44,44,44
44,44,104,65,104,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
44,44,104,104,104,44,44,44,44,44,44,80,44,64,44,44,44,44,44,44,44
102,65,104,104,104,104,104,104,104,104,104,44,64,44,44,44,44,44,44,44,44
102,105,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,44,44
102,102,105,65,104,65,104,104,104,104,65,104,104,104,104,104,104,104,104,104,104
102,102,102,105,105,105,104,104,104,104,104,104,104,104,105,104,104,104,104,104,104
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
