122,122,122,122,103,23,101,102,102,102,102,102,102,102,102,102,102,102,102,122,122
122,102,102,122,103,44,101,102,102,122,102,102,102,102,122,102,122,122,122,165,44
104,104,104,104,103,44,101,122,122,165,44,44,44,44,44,44,44,44,44,44,44
122,102,122,104,143,44,141,165,80,80,80,44,44,44,44,80,44,44,44,44,44
122,122,165,104,80,80,80,80,80,44,44,44,80,80,80,80,44,44,44,44,44
122,122,44,104,80,80,80,80,80,80,80,80,44,44,44,44,80,80,80,44,122
122,122,44,104,44,44,44,44,44,44,44,44,44,44,44,44,80,80,44,44,122
102,122,122,104,44,44,44,44,44,60,80,80,44,44,44,44,41,80,61,122,122
122,102,122,65,41,44,44,61,122,122,122,122,122,122,122,122,122,122,122,122,122
122,102,102,104,122,122,122,122,122,122,122,122,122,122,122,122,102,102,122,122,122
122,122,102,104,122,122,102,122,122,102,122,122,102,122,122,122,122,122,122,102,102
102,102,102,104,122,122,122,122,102,102,102,122,122,122,122,122,122,122,122,122,122
122,102,102,104,122,122,122,122,122,122,122,122,122,122,122,122,102,122,122,122,122
