61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
61,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,61
61,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,61
61,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,61
61,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,61
61,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,61
61,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,61
61,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,61
61,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,61
61,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,61
61,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,61
61,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,61
82,82,82,82,82,83,64,64,81,82,82,82,82,82,82,82,82,82,82,82,82
